INDICATIVO,year,month,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
9185,2008,7,4,30,0,0,7,0,0,0,0,0,22,158,0,0,0,0,0,0,32,37,0,0,12,0,0,0,0,0,0,0,0
9185,2008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,75,0,0,0,0,235,3,5,0,16
9185,2008,9,0,0,0,0,15,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9185,2008,10,0,0,30,0,0,0,157,7,0,0,77,16,0,0,0,0,32,5,0,0,125,30,0,0,0,0,165,51,50,40,220
9185,2008,11,56,383,0,0,35,37,0,0,0,0,46,90,35,0,0,0,0,60,0,-3,22,0,0,128,33,0,0,57,8,0,NA
9185,2008,12,180,0,0,0,0,70,47,151,82,137,0,0,117,21,27,23,59,0,0,0,0,0,0,0,0,29,14,0,2,0,0
9185,2009,2,116,50,40,83,95,50,111,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,NA,NA,NA
9185,2009,3,25,0,0,100,282,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
9185,2009,4,0,0,0,11,0,13,3,0,16,260,39,0,0,105,41,21,0,48,0,0,0,0,0,20,73,27,40,0,0,55,NA
9185,2009,5,0,0,0,0,0,0,0,10,47,0,0,0,0,25,0,0,0,0,0,0,0,0,15,190,22,4,0,0,0,0,0
9185,2009,6,0,0,0,0,19,10,0,0,0,0,0,0,0,16,0,146,0,445,0,0,0,0,0,0,0,0,0,17,0,6,NA
9185,2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
9185,2009,8,10,0,0,0,0,193,0,88,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,23
9185,2009,9,0,0,0,0,0,0,8,0,0,0,0,27,0,0,0,48,63,62,5,22,0,0,0,0,0,0,0,0,0,26,NA
9185,2009,10,0,0,0,0,0,-3,-3,0,0,20,0,0,0,0,0,0,0,0,0,115,270,100,0,0,0,0,0,0,0,0,0
9185,2009,11,41,0,0,36,13,0,67,243,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,-4,55,NA
9185,2009,12,2,42,14,0,0,0,0,0,0,0,0,0,0,42,20,125,17,21,0,57,21,117,57,373,44,162,5,48,144,137,54
9185,2010,1,0,2,22,87,0,0,52,111,32,0,0,62,293,68,0,2,5,6,0,0,0,9,6,44,0,0,0,17,25,102,0
9185,2010,2,0,0,57,56,0,0,0,115,0,0,72,0,22,0,30,82,32,23,13,30,41,60,72,7,146,84,92,22,NA,NA,NA
9185,2010,3,0,60,16,0,5,4,15,6,15,14,0,0,0,0,0,0,0,0,0,0,30,0,0,67,97,7,0,0,146,17,37
9185,2010,4,0,0,0,0,0,20,7,0,0,0,0,0,0,33,44,43,47,0,202,5,0,263,0,5,46,0,0,0,5,110,NA
9185,2010,5,0,130,71,38,4,0,32,104,33,0,51,147,7,57,5,0,0,0,0,0,0,0,0,60,0,0,230,31,0,0,0
9185,2010,6,0,0,0,0,21,3,0,7,57,35,40,33,19,0,73,172,0,0,2,0,0,0,0,0,0,6,120,4,0,0,NA
9185,2010,7,45,122,0,0,0,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0
9185,2010,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0
9185,2010,9,290,42,0,0,-3,0,-3,0,0,0,0,0,0,0,0,4,150,0,0,0,19,0,0,8,40,0,0,0,0,0,NA
9185,2010,10,0,0,142,0,0,0,28,16,222,43,12,0,0,0,0,5,7,0,0,0,0,0,0,86,0,0,0,0,75,91,135
9185,2010,11,50,0,0,0,0,0,51,56,10,5,0,0,11,25,0,34,22,0,169,19,21,-3,-3,0,12,0,0,0,40,12,NA
9185,2010,12,43,13,0,52,100,85,80,0,0,0,0,0,0,0,0,0,0,0,0,148,273,77,12,68,0,0,0,0,0,0,0
9185,2011,1,0,0,0,30,15,124,0,68,38,19,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,78,136,0,0,0
9185,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,56,0,0,12,6,235,45,4,0,0,25,98,27,NA,NA,NA
9185,2011,3,40,37,42,32,0,0,0,0,0,0,130,8,20,37,568,332,12,0,0,0,0,0,100,120,15,6,136,0,46,0,0
9185,2011,4,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,95,250,45,150,38,0,0,0,0,0,55,NA
9185,2011,5,10,0,0,0,0,192,167,0,0,0,6,27,160,0,0,0,0,34,0,0,34,0,0,0,50,23,3,0,47,240,11
9185,2011,6,0,0,0,68,11,111,8,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,NA
9185,2011,7,0,51,4,0,0,0,0,0,0,0,0,55,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,2011,8,30,37,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,-3,-3,0,57,0,0,0,0,0,0,0,0,0,0
9185,2011,9,0,226,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-3,0,0,0,0,20,11,0,0,0,0,0,0,NA
9185,2011,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,130,0,0,115,105,0,0,0,11
9185,2011,11,15,125,115,280,460,160,2,0,52,0,0,0,0,59,59,0,0,0,9,10,3,35,0,0,0,0,0,0,0,0,NA
9185,2011,12,5,124,44,4,0,0,0,0,0,0,0,0,0,0,0,143,42,15,0,17,0,0,5,0,0,0,0,32,0,3,0
9185,2012,1,17,0,0,0,27,14,96,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,62,0,0
9185,2012,2,0,85,0,109,96,0,89,104,0,0,65,0,51,0,26,0,0,0,35,0,0,0,0,0,0,0,0,0,0,NA,NA
9185,2012,3,0,132,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,80,0,0,0,0,0,0,0,0,0,0
9185,2012,4,0,17,40,78,66,10,40,0,14,50,0,12,35,54,55,0,53,23,45,15,0,0,0,3,6,0,43,113,32,0,NA
9185,2012,5,8,0,16,16,18,0,-3,20,0,0,76,0,0,0,0,0,8,25,105,34,13,0,0,0,0,0,0,45,90,0,0
9185,2012,6,0,65,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,62,55,0,0,0,0,0,0,0,0,0,0,0,NA
9185,2012,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,220,21,150,0,0,0
9185,2012,8,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0
9185,2012,9,0,0,0,0,0,0,0,200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,51,0,0,270,5,0,NA
9185,2012,10,0,0,0,0,0,0,0,0,0,37,82,0,58,0,0,0,0,146,164,123,113,0,0,64,57,67,56,16,0,3,0
9185,2012,11,0,0,0,0,58,12,-3,17,37,36,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,52,40,255,47,10,NA
9185,2012,12,0,0,25,0,0,0,45,16,0,0,0,0,43,112,4,6,0,25,0,3,0,0,0,0,22,0,0,0,0,0,0
9185,2013,1,25,11,0,0,0,0,0,0,0,0,0,0,101,72,86,115,32,259,121,73,20,59,122,26,16,102,0,0,0,0,0
9185,2013,2,105,245,49,0,0,92,188,170,0,53,76,9,0,0,0,0,5,0,5,0,33,20,50,60,135,5,6,0,NA,NA,NA
9185,2013,3,0,0,0,135,11,30,71,0,0,0,73,58,66,56,0,0,3,82,51,0,0,29,0,10,102,31,82,0,147,60,35
9185,2013,4,20,0,16,30,34,70,7,0,0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,0,35,185,18,96,118,6,NA
9185,2013,5,22,0,0,0,0,0,0,0,12,0,0,0,0,240,25,51,53,45,182,0,10,0,0,0,0,183,63,13,76,10,3
9185,2013,6,0,0,0,0,0,0,80,140,73,0,0,0,0,0,0,0,0,180,20,5,6,0,0,0,0,0,0,0,0,0,NA
9185,2013,7,80,0,0,0,0,0,0,4,0,15,0,98,122,17,78,12,30,0,65,3,4,0,0,0,0,0,0,11,0,0,0
9185,2013,8,0,0,0,0,0,0,53,0,0,0,0,180,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,2013,9,0,0,0,0,76,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,16,8,NA
9185,2013,10,7,14,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,52,0,160,94,8,0,0,14,0,0
9185,2013,11,0,0,0,60,0,0,0,0,0,0,0,28,4,30,153,110,162,177,88,0,132,20,25,6,0,0,0,0,0,46,NA
9185,2013,12,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,14,69,0,0,0,33,398,0,0,48,0,0,3,0
9185,2014,1,68,15,45,215,0,0,0,0,0,0,0,0,0,31,24,0,115,0,0,36,26,22,0,38,5,20,0,50,0,56,10
9185,2014,2,15,0,0,261,19,75,115,0,181,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,43,0,23,123,NA,NA,NA
9185,2014,3,95,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,270,10,3,0,0,0,0
9185,2014,4,0,133,13,0,0,0,0,0,0,188,0,0,0,0,0,20,0,0,205,46,80,0,0,125,0,46,0,12,4,0,NA
9185,2014,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,80,70,52,24,0,32,66,0,30,65,46,0,3
9185,2014,6,0,0,0,0,0,0,0,0,0,65,0,5,0,0,0,0,0,0,0,4,0,50,176,236,0,36,0,0,0,0,NA
9185,2014,7,13,35,240,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0
9185,2014,8,40,27,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,135,0,0,0,50,0,0,0,0,0,0,0,0,0
9185,2014,9,0,0,0,0,0,0,0,335,0,0,0,543,0,85,0,0,0,16,0,22,243,10,0,0,0,0,0,155,5,0,NA
9185,2014,10,0,0,0,0,4,0,0,93,54,36,85,65,10,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,2014,11,0,72,140,140,55,-3,0,8,0,33,32,0,90,10,62,76,0,0,0,0,0,0,0,0,22,-3,96,444,473,25,NA
9185,2014,12,144,0,0,0,125,0,0,56,20,0,0,0,83,120,68,18,0,0,0,0,0,0,0,0,10,0,174,53,0,0,0
9185,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,0,63,0,37,130,0,0,0,0,24,0,0,81,261,0
9185,2015,2,268,73,120,0,57,69,0,0,0,0,0,0,0,61,64,28,59,0,0,23,183,178,25,133,52,68,19,0,NA,NA,NA
9185,2015,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,50,0,0,212,0,90,71,152,581,81,30,11,0,0,0,0,0
9185,2015,4,0,0,0,0,0,0,0,0,13,0,30,0,0,0,0,-3,-3,72,10,0,0,23,0,0,8,80,93,10,10,0,NA
9185,2015,5,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,50,0,0
9185,2015,6,0,0,485,0,0,0,0,0,118,395,175,30,25,5,50,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,NA
9185,2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,0,0,92,0,0,5,0,0,0,0,0,32,42
9185,2015,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,20,0,0,0,0,272,15,0,0,0,0,0,0,0,37,13
9185,2015,9,283,153,15,0,0,0,0,0,0,0,23,0,0,0,46,0,105,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
9185,2015,10,0,0,0,0,0,80,73,0,0,0,12,13,0,0,0,0,0,108,170,0,0,0,0,0,0,30,30,0,0,0,0
9185,2015,11,0,325,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,10,56,30,22,24,10,5,0,0,NA
9185,2015,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
9185,2016,1,38,0,113,168,0,0,0,43,216,305,0,0,0,50,43,8,0,37,0,0,0,6,0,0,0,0,0,91,0,22,0
9185,2016,2,0,5,0,0,0,98,0,0,17,116,39,240,330,210,74,0,29,0,0,0,0,0,0,8,5,249,155,245,0,NA,NA
9185,2016,3,0,0,0,37,0,73,0,47,280,66,0,0,0,84,0,10,0,0,114,0,0,0,0,0,15,0,24,24,0,0,130
9185,2016,4,0,0,0,160,50,45,0,5,0,52,30,101,0,0,0,45,0,0,74,16,0,158,113,12,0,0,185,0,20,0,NA
9185,2016,5,0,0,0,0,0,111,98,172,55,40,21,12,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,52,12,0,0
9185,2016,6,0,0,150,34,0,0,0,0,0,0,0,0,0,0,7,5,20,0,0,0,0,0,0,53,0,0,0,0,13,0,NA
9185,2016,7,0,0,0,445,0,114,0,16,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,-3,0,0
9185,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0
9185,2016,9,0,9,0,0,0,0,0,0,85,0,0,6,55,87,90,15,20,3,0,0,0,0,16,0,0,0,0,0,0,0,NA
9185,2016,10,0,0,0,0,0,0,0,0,0,0,0,12,50,0,0,5,0,0,0,0,0,13,60,20,10,0,0,0,0,0,0
9185,2016,11,0,0,-3,100,136,58,37,30,0,0,0,17,4,0,0,0,0,0,0,102,0,235,78,0,-3,172,12,0,0,0,NA
9185,2016,12,0,0,23,44,3,0,0,0,0,0,0,0,0,0,11,49,0,0,0,37,4,13,0,0,0,0,0,0,0,0,0
9185,2017,1,0,0,0,0,0,0,0,0,35,193,0,0,58,57,45,309,0,0,0,37,0,0,0,0,0,68,0,0,0,0,0
9185,2017,2,20,120,140,167,0,0,204,0,0,0,55,91,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,NA,NA,NA
9185,2017,3,0,0,126,0,0,0,0,0,0,0,0,140,8,0,0,0,0,0,0,0,0,46,10,61,112,15,0,0,0,0,20
9185,2017,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,121,11,0,0,20,78,NA
9185,2017,5,0,0,0,0,55,0,0,0,81,97,90,112,3,0,0,0,0,252,0,0,0,30,0,0,0,82,0,102,22,52,35
9185,2017,6,34,280,82,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,65,20,0,0,146,0,0,0,50,3,NA
9185,2017,7,0,0,0,0,0,55,20,220,51,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,2017,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,120,0,0,-4,50,210,0,110,0
9185,2017,9,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9185,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,155,0,0,0,0,0,0,0,0,0,0,5,0,0
9185,2017,11,0,0,13,72,46,30,0,78,20,12,0,53,0,0,0,0,0,0,0,0,0,0,0,110,23,0,0,0,22,40,NA
9185,2017,12,226,37,0,0,0,0,0,16,15,220,28,0,16,7,17,58,13,0,0,0,0,0,0,0,6,98,35,6,0,0,0
9185,2018,1,0,0,0,0,59,194,0,0,0,16,63,0,0,0,0,0,0,0,0,14,0,0,0,0,54,165,0,0,0,0,6
9185,2018,2,0,58,69,74,25,48,25,0,65,32,37,54,11,32,8,0,2,37,9,58,0,0,0,0,0,0,166,342,NA,NA,NA
9185,2019,3,0,0,0,0,0,179,-3,0,0,3,0,6,-3,0,0,0,0,-3,14,0,0,0,0,0,0,0,0,0,0,0,52
9188,1929,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1929,9,0,0,0,74,40,56,0,0,376,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1929,10,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,87,0,0,0,0,0,0,245,0,0
9188,1929,11,24,0,0,17,0,0,71,0,274,0,0,0,52,37,0,0,52,0,0,0,0,0,46,0,0,0,0,0,0,0,NA
9188,1929,12,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
9188,1930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,266,57
9188,1930,2,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,117,85,65,93,0,0,NA,NA,NA
9188,1930,3,0,0,0,0,0,0,0,0,0,0,88,123,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1930,4,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,433,0,0,0,NA
9188,1930,5,0,0,0,107,0,0,0,0,0,0,102,0,0,0,0,0,0,107,0,0,107,0,102,0,109,0,0,0,202,0,0
9188,1930,6,0,0,178,332,0,0,0,0,114,0,0,0,0,0,47,0,0,0,0,124,0,0,0,72,0,0,0,0,0,0,NA
9188,1930,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1930,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1930,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1930,10,0,0,0,0,0,0,0,0,0,0,0,0,0,225,354,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1930,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,95,NA
9188,1930,12,172,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,202,0,0,0,0
9188,1931,1,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,13,0,0,0
9188,1931,2,0,0,0,0,0,0,0,0,0,0,0,0,208,0,103,0,8,0,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,1931,3,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0
9188,1931,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,NA
9188,1931,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0
9188,1931,6,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1931,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1931,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1931,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,NA
9188,1931,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
9188,1949,3,0,0,0,0,0,110,80,0,0,-3,60,30,0,0,0,0,0,0,-3,0,0,-3,0,-3,0,0,40,0,0,30,0
9188,1949,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,133,102,20,103,22,63,50,0,0,NA
9188,1949,5,0,122,20,63,90,0,0,0,0,0,0,0,0,32,190,0,0,80,50,0,0,0,0,0,0,0,0,0,20,70,0
9188,1949,6,0,0,0,0,0,0,0,248,132,167,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1949,7,0,0,0,0,0,80,60,96,245,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0
9188,1949,8,0,0,0,0,0,43,0,0,0,0,0,32,0,0,0,0,0,0,0,0,260,0,0,0,0,0,120,0,32,-3,196
9188,1949,9,160,90,0,243,0,150,0,0,86,0,0,178,0,0,0,0,0,0,0,64,0,0,70,115,0,0,0,-3,270,80,NA
9188,1949,10,28,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1949,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,72,46,0,47,0,28,0,0,0,0,0,-3,NA
9188,1949,12,0,0,0,0,0,0,0,0,60,-3,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3
9188,1950,1,0,0,0,60,0,0,0,0,80,0,0,0,0,0,0,0,0,120,-3,-3,-3,30,-3,-3,0,0,0,0,0,60,0
9188,1950,2,0,0,-3,46,0,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,100,10,20,NA,NA,NA
9188,1950,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,60,30,0,40,-3
9188,1950,4,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,153,4,-3,108,32,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1950,5,0,0,0,0,0,0,0,0,0,0,0,0,120,152,183,145,0,0,0,0,0,74,0,0,72,0,0,0,0,0,233
9188,1950,6,0,0,40,150,0,0,83,0,0,0,0,70,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1950,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,0,156,0,0
9188,1950,8,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,157,0,0,0,0,0,0,0,0
9188,1950,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1950,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,76,0,0,0,0,0,0,10,70,0,0,0,0,60,0
9188,1950,11,0,0,0,0,0,0,0,0,0,-3,117,0,0,0,150,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1950,12,0,0,0,93,-3,0,-3,282,30,0,0,0,66,62,0,0,61,0,0,0,220,30,0,-3,-3,0,0,0,0,0,0
9188,1951,1,0,100,0,0,0,0,0,0,0,-3,-3,-3,14,0,0,-3,0,0,0,0,0,0,0,-3,63,0,40,120,-3,-3,0
9188,1951,2,0,0,0,112,0,35,0,0,-3,-3,41,0,0,0,0,-3,0,0,0,0,0,20,0,70,0,90,0,-3,NA,NA,NA
9188,1951,3,0,0,0,-3,-3,75,0,0,0,0,70,0,160,10,0,0,50,0,0,0,0,0,0,0,0,0,-3,-3,70,0,0
9188,1951,4,0,0,0,0,0,0,0,0,0,0,0,0,80,0,90,0,0,0,0,-3,0,70,120,290,153,0,0,0,-3,30,NA
9188,1951,5,0,70,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,210,0,0,57,0
9188,1951,6,0,0,0,90,70,0,0,74,0,0,0,0,0,0,30,0,20,30,0,0,50,80,105,0,0,0,0,0,0,0,NA
9188,1951,7,0,0,0,0,114,0,0,40,62,0,0,0,0,0,90,220,0,0,0,0,0,0,0,0,0,0,0,-3,0,-3,-3
9188,1951,8,74,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
9188,1951,9,0,0,0,0,0,0,0,450,310,60,0,0,0,70,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,NA
9188,1951,10,0,-3,390,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,86,0,38,16,20,0,0,0,0,0,0
9188,1951,11,0,30,0,0,0,0,80,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1951,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,243,0,0,0,23,0,0,150,0,0
9188,1952,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,60,-3,-3,-3,0,0,140,0,0,0,0,0,0,-3,-3
9188,1952,2,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,NA,NA
9188,1952,3,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,40,60,84,22,0,0,0,0,0,0,0,0,0,-3,-3
9188,1952,4,80,0,0,0,60,0,0,0,0,0,120,80,0,160,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,0,0,NA
9188,1952,5,0,0,0,90,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,52,0
9188,1952,6,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,30,0,0,0,0,0,0,0,0,NA
9188,1952,7,0,100,120,715,0,170,0,0,0,0,0,0,0,40,30,34,0,0,180,0,0,0,40,20,70,50,30,0,0,0,0
9188,1952,8,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
9188,1952,9,0,0,0,0,28,7,0,0,0,0,0,0,0,0,60,0,0,0,0,0,-3,90,-3,50,0,0,0,0,0,0,NA
9188,1952,10,0,0,0,14,18,90,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,15,10,40,0
9188,1952,11,0,0,90,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,NA
9188,1952,12,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,40,0,0,0,0,0,0,0,-4,-4,50
9188,1953,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,210,-4,-4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1953,2,0,0,0,0,0,0,0,0,0,0,0,40,30,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,1953,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,80,0,0,0,0,0,0,0,0,0,0
9188,1953,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,64,85,0,192,81,73,55,34,0,0,0,NA
9188,1953,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1953,6,0,0,0,90,380,298,0,0,0,0,0,0,0,0,0,85,0,0,340,0,0,42,0,0,0,0,0,124,0,0,NA
